,ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
157267,78964,LaShawn Merritt,M,30.0,191.0,86.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
157311,78993,"Suzanne ""Sue"" Merz",F,25.0,165.0,66.0,United States,USA,1998 Winter,1998,Winter,Nagano,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold
157405,79034,"Steven Michael ""Steve"" Mesler",M,31.0,188.0,98.0,United States-1,USA,2010 Winter,2010,Winter,Vancouver,Bobsleigh,Bobsleigh Men's Four,Gold
157560,79101,"Harriet Morris ""Holly"" Metcalf",F,26.0,172.0,74.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Rowing,Rowing Women's Coxed Eights,Gold
157574,79109,Ralph Harold Metcalfe,M,26.0,180.0,82.0,United States,USA,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
157628,79125,"William Roy ""Bill"" Mettler, Jr.",M,17.0,180.0,77.0,United States,USA,1964 Summer,1964,Summer,Tokyo,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
157765,79198,"Deborah Elizabeth ""Debbie"" Meyer (-Weber)",F,16.0,170.0,52.0,United States,USA,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Women's 200 metres Freestyle,Gold
157766,79198,"Deborah Elizabeth ""Debbie"" Meyer (-Weber)",F,16.0,170.0,52.0,United States,USA,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Women's 400 metres Freestyle,Gold
157767,79198,"Deborah Elizabeth ""Debbie"" Meyer (-Weber)",F,16.0,170.0,52.0,United States,USA,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Women's 800 metres Freestyle,Gold
157860,79243,"Robert Roderick ""Bob"" Meyers",M,27.0,,,Canada,CAN,1952 Winter,1952,Winter,Oslo,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
158259,79458,Anna Mickelson-Cummins,F,28.0,183.0,75.0,United States,USA,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Women's Coxed Eights,Gold
158352,79502,"Douglas Andrew ""Doug"" Mientkiewicz",M,26.0,185.0,86.0,United States,USA,2000 Summer,2000,Summer,Sydney,Baseball,Baseball Men's Baseball,Gold
158705,79680,Meaghan Mikkelson,F,25.0,175.0,67.0,Canada,CAN,2010 Winter,2010,Winter,Vancouver,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold
158706,79680,Meaghan Mikkelson,F,29.0,175.0,67.0,Canada,CAN,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold
158888,79770,Tiffeny Carleen Milbrett,F,23.0,155.0,56.0,United States,USA,1996 Summer,1996,Summer,Atlanta,Football,Football Women's Football,Gold
158894,79774,"Rodney ""Rod"" Milburn, Jr.",M,22.0,183.0,79.0,United States,USA,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 110 metres Hurdles,Gold
158955,79800,Jearl Atawa Miles-Clark,F,29.0,170.0,60.0,United States,USA,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Women's 4 x 400 metres Relay,Gold
158957,79800,Jearl Atawa Miles-Clark,F,34.0,170.0,60.0,United States,USA,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Women's 4 x 400 metres Relay,Gold
159100,79856,Ryan Madsen Millar,M,30.0,204.0,98.0,United States,USA,2008 Summer,2008,Summer,Beijing,Volleyball,Volleyball Men's Volleyball,Gold
159124,79869,"William Waring ""Bill"" Miller",M,19.0,172.0,70.0,United States,USA,1932 Summer,1932,Summer,Los Angeles,Athletics,Athletics Men's Pole Vault,Gold
159145,79875,Samuel Bode Miller,M,32.0,188.0,91.0,United States,USA,2010 Winter,2010,Winter,Vancouver,Alpine Skiing,Alpine Skiing Men's Combined,Gold
159152,79878,Cheryl Deann Miller,F,20.0,190.0,68.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Basketball,Basketball Women's Basketball,Gold
159157,79881,Cody Miller,M,24.0,180.0,80.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold
159164,79885,David Engelbert Miller,M,26.0,,,Canada,CAN,1952 Winter,1952,Winter,Oslo,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
159188,79898,Inger Z. Miller,F,24.0,163.0,55.0,United States,USA,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Women's 4 x 100 metres Relay,Gold
159199,79906,John Lester Miller,M,20.0,190.0,,United States,USA,1924 Summer,1924,Summer,Paris,Rowing,Rowing Men's Coxed Eights,Gold
159244,79930,"Reginald Wayne ""Reggie"" Miller",M,31.0,200.0,86.0,United States,USA,1996 Summer,1996,Summer,Atlanta,Basketball,Basketball Men's Basketball,Gold
159262,79937,"Shannon Lee Miller (-Phillips, -Falconetti)",F,19.0,147.0,39.0,United States,USA,1996 Summer,1996,Summer,Atlanta,Gymnastics,Gymnastics Women's Team All-Around,Gold
159266,79937,"Shannon Lee Miller (-Phillips, -Falconetti)",F,19.0,147.0,39.0,United States,USA,1996 Summer,1996,Summer,Atlanta,Gymnastics,Gymnastics Women's Balance Beam,Gold
159326,79970,"William Mervin ""Billy"" Mills",M,26.0,180.0,68.0,United States,USA,1964 Summer,1964,Summer,Tokyo,Athletics,"Athletics Men's 10,000 metres",Gold
159331,79973,Derek Bruce Mills,M,24.0,175.0,68.0,United States,USA,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
159377,79990,"Ronald Parker ""Ronnie"" Mills",M,17.0,193.0,89.0,United States,USA,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold
159509,80053,DeLisha Lachell Milton-Jones,F,26.0,185.0,84.0,United States,USA,2000 Summer,2000,Summer,Sydney,Basketball,Basketball Women's Basketball,Gold
159510,80053,DeLisha Lachell Milton-Jones,F,33.0,185.0,84.0,United States,USA,2008 Summer,2008,Summer,Beijing,Basketball,Basketball Women's Basketball,Gold
160217,80392,"Elizabeth ""Betsy"" Mitchell",F,18.0,175.0,68.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
160230,80399,Dennis Allen Mitchell,M,26.0,175.0,70.0,United States,USA,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
160255,80413,"Henry Kent Mitchell, II",M,25.0,173.0,51.0,United States,USA,1964 Summer,1964,Summer,Tokyo,Rowing,Rowing Men's Coxed Pairs,Gold
160488,80522,Heather Blaine Mitts (-Feeley),F,26.0,165.0,55.0,United States,USA,2004 Summer,2004,Summer,Athina,Football,Football Women's Football,Gold
160489,80522,Heather Blaine Mitts (-Feeley),F,30.0,165.0,55.0,United States,USA,2008 Summer,2008,Summer,Beijing,Football,Football Women's Football,Gold
160490,80522,Heather Blaine Mitts (-Feeley),F,34.0,165.0,55.0,United States,USA,2012 Summer,2012,Summer,London,Football,Football Women's Football,Gold
160788,80682,"Allison Jaime ""A. J."" Mleczko (-Griswold)",F,22.0,180.0,73.0,United States,USA,1998 Winter,1998,Winter,Nagano,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold
160920,80754,Dominique Helena Moceanu (-Canales),F,14.0,139.0,34.0,United States,USA,1996 Summer,1996,Summer,Atlanta,Gymnastics,Gymnastics Women's Team All-Around,Gold
160933,80759,"Robert Gaston ""Bob"" Moch",M,22.0,,,United States,USA,1936 Summer,1936,Summer,Berlin,Rowing,Rowing Men's Coxed Eights,Gold
161042,80815,"Thomas Sven ""Tommy"" Moe",M,23.0,178.0,89.0,United States,USA,1994 Winter,1994,Winter,Lillehammer,Alpine Skiing,Alpine Skiing Men's Downhill,Gold
161050,80817,Karen Patricia Moe-Thornton (-Humphreys),F,19.0,165.0,56.0,United States,USA,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 200 metres Butterfly,Gold
161393,81017,Scott Patrick Moir,M,22.0,168.0,75.0,Canada-1,CAN,2010 Winter,2010,Winter,Vancouver,Figure Skating,Figure Skating Mixed Ice Dancing,Gold
161770,81220,"Arthur Owen ""Art"" Mollner",M,23.0,183.0,73.0,United States,USA,1936 Summer,1936,Summer,Berlin,Basketball,Basketball Men's Basketball,Gold
161968,81315,"Kenneth Dale ""Kenny"" Monday",M,26.0,178.0,74.0,United States,USA,1988 Summer,1988,Summer,Seoul,Wrestling,"Wrestling Men's Welterweight, Freestyle",Gold
162140,81407,Jessica Monroe (-Gonin),F,26.0,178.0,75.0,Canada,CAN,1992 Summer,1992,Summer,Barcelona,Rowing,Rowing Women's Coxless Fours,Gold
162141,81407,Jessica Monroe (-Gonin),F,26.0,178.0,75.0,Canada,CAN,1992 Summer,1992,Summer,Barcelona,Rowing,Rowing Women's Coxed Eights,Gold
162169,81423,"Walter George ""Wally"" Monson",M,23.0,155.0,77.0,Canada,CAN,1932 Winter,1932,Winter,Lake Placid,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
162419,81545,"James Paul ""Jim"" Montgomery",M,21.0,191.0,88.0,United States,USA,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Men's 100 metres Freestyle,Gold
162421,81545,"James Paul ""Jim"" Montgomery",M,21.0,191.0,88.0,United States,USA,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
162422,81545,"James Paul ""Jim"" Montgomery",M,21.0,191.0,88.0,United States,USA,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold
162424,81547,"Jonathan Riley ""Jon"" Montgomery",M,30.0,175.0,75.0,Canada,CAN,2010 Winter,2010,Winter,Vancouver,Skeleton,Skeleton Men's Skeleton,Gold
162431,81550,"Timothy ""Tim"" Montgomery",M,25.0,178.0,73.0,United States,USA,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
162567,81630,"Michael Macdonald ""Mike"" Mooney",M,18.0,,,Llanoria,USA,1948 Summer,1948,Summer,London,Sailing,Sailing Mixed 6 metres,Gold
162581,81638,"Charles Hewes ""Charlie"" Moore, Jr.",M,22.0,185.0,77.0,United States,USA,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's 400 metres Hurdles,Gold
162593,81644,"Edward Peerman ""Ed"" Moore",M,22.0,185.0,81.0,United States,USA,1920 Summer,1920,Summer,Antwerpen,Rowing,Rowing Men's Coxed Eights,Gold
162632,81662,"Kenneth Strath ""Ken"" Moore",M,21.0,,,Canada,CAN,1932 Winter,1932,Winter,Lake Placid,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
162646,81671,Maya April Moore,F,23.0,183.0,79.0,United States,USA,2012 Summer,2012,Summer,London,Basketball,Basketball Women's Basketball,Gold
162647,81671,Maya April Moore,F,27.0,183.0,79.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Women's Basketball,Gold
162653,81675,"Nathaniel Ford Moore, III",M,20.0,,,Western Golf Association-1,USA,1904 Summer,1904,Summer,St. Louis,Golf,Golf Men's Team,Gold
162655,81677,Richard Fulton Moore,M,21.0,167.0,,Angelita,USA,1932 Summer,1932,Summer,Los Angeles,Sailing,Sailing Mixed 8 metres,Gold
162668,81685,Wayne Richard Moore,M,20.0,,,United States,USA,1952 Summer,1952,Summer,Helsinki,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
162888,81800,"Pedro Pablo Morales, Jr.",M,19.0,188.0,84.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold
162889,81800,"Pedro Pablo Morales, Jr.",M,27.0,188.0,84.0,United States,USA,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Men's 100 metres Butterfly,Gold
162890,81800,"Pedro Pablo Morales, Jr.",M,27.0,188.0,84.0,United States,USA,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold
163096,81886,Janet Theresa Moreau (-Stone),F,24.0,170.0,62.0,United States,USA,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Women's 4 x 100 metres Relay,Gold
163345,81999,"Robert Willis ""Bob"" Morey, Jr.",M,20.0,183.0,78.0,United States,USA,1956 Summer,1956,Summer,Melbourne,Rowing,Rowing Men's Coxed Eights,Gold
163361,82007,Alan C. Morgan,M,23.0,,,Angelita,USA,1932 Summer,1932,Summer,Los Angeles,Sailing,Sailing Mixed 8 metres,Gold
163362,82008,"Alexandra Patricia ""Alex"" Morgan",F,23.0,173.0,62.0,United States,USA,2012 Summer,2012,Summer,London,Football,Football Women's Football,Gold
163365,82010,Allen Jerome Morgan,M,23.0,,,United States,USA,1948 Summer,1948,Summer,London,Rowing,Rowing Men's Coxed Fours,Gold
163413,82031,John Adams Morgan,M,21.0,,,Llanoria,USA,1952 Summer,1952,Summer,Helsinki,Sailing,Sailing Mixed 6 metres,Gold
163853,82237,Alwyn Morris,M,26.0,175.0,82.0,Canada,CAN,1984 Summer,1984,Summer,Los Angeles,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",Gold
163889,82250,Glenn Edward Morris,M,24.0,188.0,84.0,United States,USA,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's Decathlon,Gold
163905,82258,John Morris,M,31.0,188.0,84.0,Canada,CAN,2010 Winter,2010,Winter,Vancouver,Curling,Curling Men's Curling,Gold
163914,82267,"Herbert Roger ""Herb"" Morris",M,21.0,,,United States,USA,1936 Summer,1936,Summer,Berlin,Rowing,Rowing Men's Coxed Eights,Gold
163944,82283,"Alvin Roy ""Allie"" Morrison",M,23.0,,,United States,USA,1928 Summer,1928,Summer,Amsterdam,Wrestling,"Wrestling Men's Featherweight, Freestyle",Gold
163956,82287,Denny Morrison,M,24.0,183.0,81.0,Canada,CAN,2010 Winter,2010,Winter,Vancouver,Speed Skating,Speed Skating Men's Team Pursuit (8 laps),Gold
163978,82302,Bobby Joe Morrow,M,21.0,186.0,75.0,United States,USA,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's 100 metres,Gold
163979,82302,Bobby Joe Morrow,M,21.0,186.0,75.0,United States,USA,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's 200 metres,Gold
163980,82302,Bobby Joe Morrow,M,21.0,186.0,75.0,United States,USA,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
163981,82303,Brenden Morrow,M,31.0,180.0,96.0,Canada,CAN,2010 Winter,2010,Winter,Vancouver,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
163985,82306,"Kenneth Arlington ""Ken"" Morrow",M,23.0,193.0,95.0,United States,USA,1980 Winter,1980,Winter,Lake Placid,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
164047,82336,Jay Paul Mortenson,M,21.0,190.0,86.0,United States,USA,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold
164100,82369,"Samuel A. ""Sammy"" Mosberg",M,23.0,166.0,,United States,USA,1920 Summer,1920,Summer,Antwerpen,Boxing,Boxing Men's Lightweight,Gold
164135,82388,"Jonathan ""Jonny"" Moseley",M,22.0,180.0,82.0,United States,USA,1998 Winter,1998,Winter,Nagano,Freestyle Skiing,Freestyle Skiing Men's Moguls,Gold
164191,82415,"Glenn Edward ""Ed"" Moses",M,20.0,180.0,78.0,United States,USA,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold
164192,82416,Edwin Corley Moses,M,20.0,186.0,72.0,United States,USA,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 400 metres Hurdles,Gold
164193,82416,Edwin Corley Moses,M,28.0,186.0,72.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 400 metres Hurdles,Gold
164505,82600,Tara Mounsey,F,19.0,167.0,68.0,United States,USA,1998 Winter,1998,Winter,Nagano,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold
164563,82625,Alonzo Harding Mourning,M,30.0,206.0,117.0,United States,USA,2000 Summer,2000,Summer,Sydney,Basketball,Basketball Men's Basketball,Gold
164658,82691,"Victoria ""Vicki"" Movsessian (-Lamoriello)",F,25.0,165.0,64.0,United States,USA,1998 Winter,1998,Winter,Nagano,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold
164736,82726,Heather Moyse,F,31.0,178.0,72.0,Canada-1,CAN,2010 Winter,2010,Winter,Vancouver,Bobsleigh,Bobsleigh Women's Two,Gold
164737,82726,Heather Moyse,F,35.0,178.0,72.0,Canada-1,CAN,2014 Winter,2014,Winter,Sochi,Bobsleigh,Bobsleigh Women's Two,Gold
165030,82869,Peter Alan Mueller,M,21.0,180.0,77.0,United States,USA,1976 Winter,1976,Winter,Innsbruck,Speed Skating,"Speed Skating Men's 1,000 metres",Gold
165032,82870,"Norbert Edward ""Stuffy"" Mueller",M,21.0,,,Canada,CAN,1928 Winter,1928,Winter,Sankt Moritz,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
165037,82874,Lori-Ann Muenzer,F,38.0,175.0,80.0,Canada,CAN,2004 Summer,2004,Summer,Athina,Cycling,Cycling Women's Sprint,Gold
165085,82900,Dalilah Muhammad,F,26.0,173.0,55.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 400 metres Hurdles,Gold
165244,82985,John Joseph Francis Mulcahy,M,27.0,,,Atalanta Boat Club-1,USA,1904 Summer,1904,Summer,St. Louis,Rowing,Rowing Men's Double Sculls,Gold
165270,82998,"John Muldoon, Jr.",M,24.0,183.0,,United States,USA,1920 Summer,1920,Summer,Antwerpen,Rugby,Rugby Men's Rugby,Gold
165316,83018,"Kimberly Duane ""Kim"" Mulkey (-Robertson-)",F,22.0,162.0,57.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Basketball,Basketball Women's Basketball,Gold
165614,83178,"William Danforth ""Bill"" Mulliken",M,20.0,189.0,83.0,United States,USA,1960 Summer,1960,Summer,Roma,Swimming,Swimming Men's 200 metres Breaststroke,Gold
165615,83179,"Christopher Paul ""Chris"" Mullin",M,20.0,200.0,98.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Basketball,Basketball Men's Basketball,Gold
165616,83179,"Christopher Paul ""Chris"" Mullin",M,28.0,200.0,98.0,United States,USA,1992 Summer,1992,Summer,Barcelona,Basketball,Basketball Men's Basketball,Gold
165629,83188,"Jeffrey Vincent ""Jeff"" Mullins",M,22.0,192.0,86.0,United States,USA,1964 Summer,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,Gold
165968,83350,"Duncan Brown ""Dunc"" Munro",M,23.0,173.0,86.0,Canada,CAN,1924 Winter,1924,Winter,Chamonix,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
165987,83360,David Curtiss Munson,M,20.0,,,New York Athletic Club,USA,1904 Summer,1904,Summer,St. Louis,Athletics,"Athletics Men's 4 mile, Team",Gold
166047,83392,Diana Marie Munz (-DePetro),F,18.0,162.0,56.0,United States,USA,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Gold
166190,83462,Ira James Murchison,M,23.0,165.0,65.0,United States,USA,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
166193,83463,Loren Murchison,M,21.0,174.0,68.0,United States,USA,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
166195,83463,Loren Murchison,M,25.0,174.0,68.0,United States,USA,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
166298,83517,"Richard Frederick ""Dick"" Murphy",M,20.0,,,United States,USA,1952 Summer,1952,Summer,Helsinki,Rowing,Rowing Men's Coxed Eights,Gold
166319,83530,John Joseph Murphy,M,19.0,196.0,88.0,United States,USA,1972 Summer,1972,Summer,Munich,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Gold
166344,83545,Ryan Murphy,M,21.0,191.0,91.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 100 metres Backstroke,Gold
166345,83545,Ryan Murphy,M,21.0,191.0,91.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 200 metres Backstroke,Gold
166346,83545,Ryan Murphy,M,21.0,191.0,91.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold
166613,83692,Meghan Musnicki,F,29.0,183.0,73.0,United States,USA,2012 Summer,2012,Summer,London,Rowing,Rowing Women's Coxed Eights,Gold
166614,83692,Meghan Musnicki,F,33.0,183.0,73.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Coxed Eights,Gold
166633,83703,"Madeline ""Maddie"" Musselman",F,18.0,181.0,65.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Women's Water Polo,Gold
166899,83858,"Kenneth ""Ken"" Myers",M,35.0,185.0,79.0,United States,USA,1932 Summer,1932,Summer,Los Angeles,Rowing,Rowing Men's Double Sculls,Gold
167149,83976,John Phillips Naber,M,20.0,198.0,88.0,United States,USA,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
167150,83976,John Phillips Naber,M,20.0,198.0,88.0,United States,USA,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Men's 100 metres Backstroke,Gold
167151,83976,John Phillips Naber,M,20.0,198.0,88.0,United States,USA,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Men's 200 metres Backstroke,Gold
167152,83976,John Phillips Naber,M,20.0,198.0,88.0,United States,USA,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold
168029,84420,Nadia Anita Louise Nall (-Richesson),F,16.0,165.0,56.0,United States,USA,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
168184,84508,Nancy Lynn Napolski-Johnson,F,26.0,157.0,56.0,United States,USA,2000 Summer,2000,Summer,Sydney,Shooting,"Shooting Women's Air Rifle, 10 metres",Gold
168365,84605,Rick McLaren Nash,M,25.0,193.0,93.0,Canada,CAN,2010 Winter,2010,Winter,Vancouver,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
168366,84605,Rick McLaren Nash,M,29.0,193.0,93.0,Canada,CAN,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
168368,84607,"Theodore Allison ""Ted"" Nash, II",M,27.0,193.0,86.0,United States,USA,1960 Summer,1960,Summer,Roma,Rowing,Rowing Men's Coxless Fours,Gold
168414,84637,"Albert F. ""Al"" Nasse",M,25.0,,,Century Boat Club-1,USA,1904 Summer,1904,Summer,St. Louis,Rowing,Rowing Men's Coxless Fours,Gold
169333,85124,"Michael Robert ""Mike"" Neill",M,30.0,185.0,86.0,United States,USA,2000 Summer,2000,Summer,Sydney,Baseball,Baseball Men's Baseball,Gold
169339,85129,"Sandra Lynn ""Sandy"" Neilson (-Bell)",F,16.0,173.0,63.0,United States,USA,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 100 metres Freestyle,Gold
